prNumber,Util,Network,Interpreter,i18n,Logic,Test,IO,App,corpus
4943,1,0,0,0,0,1,1,0,x fix publish function replenish queue work convert mont carlo pi benchmark http swaveio usag show mont carlo pihtml rxjava turn forgot replenish intern queue publish function case upstream sync fuseablethi fix replenish problem non fuse async fuse sourc request consumptionin addit inner subscrib cancel request inner subscrib might resum draining fix unit test wrong timeout unit measur random fail test slow machin travi current coverag codecovio gh reactivex rxjava pull srcpr diff merg codecovio gh reactivex rxjava pull srcpr x codecovio gh reactivex rxjava branch xsrcpr decreas coverag diff x diff file line method messag branch hit miss partial power codecov codecoviosrcpr last updat f f c codecovio gh reactivex rxjava compar b f bea f f b ed f f c e f b c c c c srcpr
4945,1,0,0,0,1,1,1,1,x fix timeout fallback cancel main sourc fix lack dispos cancel call toward upstream time fallback timeout oper versionin addit selector version receiv similar unit test ensur work proper relat current coverag codecovio gh reactivex rxjava pull srcpr diff merg codecovio gh reactivex rxjava pull srcpr x codecovio gh reactivex rxjava branch xsrcpr decreas coverag diff x diff file line method messag branch hit miss partial power codecov codecoviosrcpr last updat f f f b b codecovio gh reactivex rxjava compar f f f cecf fcfc fcf fc cac b b cd f dbcd cd dd bb csrcpr
4955,1,0,0,0,0,1,1,1,x add sampl overload emit last buffer item sampl oper x chang alway emit last buffer item complet githubcom reactivex rxjava releas tag v discuss githubcom reactivex rxjava issu githubcom reactivex rxjava pull chang forgotten x x sampl implement sever month earlier unlik x dont want break exist use case henc introduct overload base type let defin tail behaviornot associ marbl diagram inconsist oper implement need new diagram time sampl emit last valu imag cloudgithubusercontentcom asset ca e e de dbpng new diagram sampler sampl doesnt emit last valu imag cloudgithubusercontentcom asset b dc c e f f png default sampler sampl use emitlast true version use current diagram dont mac thus cant run omnigraffl relat current coverag codecovio gh reactivex rxjava pull srcpr diff merg codecovio gh reactivex rxjava pull srcpr x codecovio gh reactivex rxjava branch xsrcpr decreas coverag diff x diff file line method messag branch hit miss partial power codecov codecoviosrcpr last updat fac c f codecovio gh reactivex rxjava compar fac ca bf e f e bfdc db c f de dd e ebf fa db srcpr
4957,1,0,0,0,0,1,1,0,x fix lambdaobserv call dispos termin chang lambdaobserv dispos upstream receiv termin event lambdasubscrib previoulsi updat appar syncedreport fix unit test method flowableignoreel actual test oper discov observableignoreel initi fail patch lambdaobserv current coverag codecovio gh reactivex rxjava pull srcpr diff merg codecovio gh reactivex rxjava pull srcpr x codecovio gh reactivex rxjava branch xsrcpr decreas coverag diff x diff file line method messag branch hit miss partial power codecov codecoviosrcpr last updat fac f ce codecovio gh reactivex rxjava compar fac ca bf e f e bfdc db f cee db bb eabb dd aeda srcpr
4962,1,0,0,0,0,1,1,0,x fix singletakeuntil trigger twice fix doubl termin singletakeuntil publish fire item complet ignor cancel tri signal cancellationexcept rout rxjavapluginsonerror crash androidin addit maybetakeuntil receiv unit test verifi doesnt happen itrel current coverag codecovio gh reactivex rxjava pull srcpr diff merg codecovio gh reactivex rxjava pull srcpr x codecovio gh reactivex rxjava branch xsrcpr decreas coverag power codecov codecoviosrcpr last updat c codecovio gh reactivex rxjava compar c e b ef e ae caa db c srcpr
4972,1,0,0,0,0,1,1,0,improv compos generic resolv test built ad test java sure want keep merg sinc theyr realli function natur make sure compil side note get even better java remov need type argument exampl current coverag codecovio gh reactivex rxjava pull srcpr diff merg codecovio gh reactivex rxjava pull srcpr x codecovio gh reactivex rxjava branch xsrcpr increas coverag diff x diff file line method messag branch hit miss partial power codecov codecoviosrcpr last updat b da b f codecovio gh reactivex rxjava compar b f f e da c abfb e b f c c e c ea f ea srcpr thank
4982,1,0,0,1,0,1,1,0,x fix observableconcatmapeag bad logic immedi scalar oper observableconcatmapeag bad optim target scalar callabl sourc emit valu immedi even wasnt particular sourc turn itth flowabl affect ad unit test bothreport current coverag codecovio gh reactivex rxjava pull srcpr diff merg codecovio gh reactivex rxjava pull srcpr x codecovio gh reactivex rxjava branch xsrcpr increas coverag diff x diff file line method messag branch hit miss partial power codecov codecoviosrcpr last updat cf cb codecovio gh reactivex rxjava compar e bf e b b ed c b ce cf cb bf e ff e f e dd edsrcpr
4987,1,0,0,1,0,1,1,1,x make obscombinelatest consist flowabl doc cornercas fix observablecombinelatest consist flowablecombinelatest subscrib addit input sourc oper reach termin state due valueless sourc complet error addit earli termin didnt proper cancel sourc delayerror true ive extend document overload warn empti sourc termin oper even combinelatestdelayerror thus subscript side effect happenther relat issu oper fulli consum input sourc matter termin termin im still consid would best way introduc thisreport current coverag codecovio gh reactivex rxjava pull srcpr diff merg codecovio gh reactivex rxjava pull srcpr x codecovio gh reactivex rxjava branch xsrcpr decreas coverag power codecov codecoviosrcpr last updat ea codecovio gh reactivex rxjava compar acc f f e ea dec b aa cd srcpr yaon jan pm david karnok wrote merg receiv subscrib thread repli email direct view mute thread
4987,1,0,0,1,0,1,1,1,x make obscombinelatest consist flowabl doc cornercas fix observablecombinelatest consist flowablecombinelatest subscrib addit input sourc oper reach termin state due valueless sourc complet error addit earli termin didnt proper cancel sourc delayerror true ive extend document overload warn empti sourc termin oper even combinelatestdelayerror thus subscript side effect happenther relat issu oper fulli consum input sourc matter termin termin im still consid would best way introduc thisreport current coverag codecovio gh reactivex rxjava pull srcpr diff merg codecovio gh reactivex rxjava pull srcpr x codecovio gh reactivex rxjava branch xsrcpr decreas coverag power codecov codecoviosrcpr last updat ea codecovio gh reactivex rxjava compar acc f f e ea dec b aa cd srcpr yaon jan pm david karnok wrote merg receiv subscrib thread repli email direct view mute thread
5002,1,0,1,1,0,1,1,1,x add schedul creation factori resolv pretti vanilla copi rxjava implement note tune newthread schedul singleton support thisw talk borrow project reactor api differ overload let know think add fine grain control thing im worri schedul best place rxjava rxjavahook class concern alongsid normal io comput etc factori make look over invit use accident abus thing im worri schedul best place rxjava rxjavahook class concern alongsid normal io comput etc factori make look over invit use accident abuseanoth problem peopl tri overrid schedul init method call rxjavaplugin referenc schedul init default schedul regardlessinde rxjavaplugin sound like better place method keep threadfactori variant head bed right updat morn request chang let know there anywher put test wasnt sure right place would inde rxjavaplugin sound like better place method keep threadfactori variantssound good updat tomorrow yes test verifi custom thread factori actual work check custom thread name case current coverag codecovio gh reactivex rxjava pull srcpr diff merg codecovio gh reactivex rxjava pull srcpr x codecovio gh reactivex rxjava branch xsrcpr increas coverag diff x diff file line method messag branch hit miss partial power codecov codecoviosrcpr last updat c eb ae codecovio gh reactivex rxjava compar c eb c dc bbaf e c ae fb c af b c b srcpr inde rxjavaplugin sound like better place method b keep threadfactori variant tweak name bit newnewthread littl weird went creat ad schedul suffix sinc schedul class anymor yes test verifi custom thread factori actual work check custom thread name casei tri set match cdl base approach plugin test want abl get work hang push b insight head vacat coupl week let know think get test work time updat ive alreadi told use runnabl factori method thread constructor use runnabl factori method thread constructorar test test threadfactori implement schedul hook proper power schedul docsoraclecom javas doc api java lang threadhtmlhttp githubcom reactivex rxjava blob x src main java io reactivex intern schedul rxthreadfactoryjav what problem test seem verifi suppli factori use oh didnt pass suppli runnabl call new thread insid factori oh didnt pass suppli runnabl call new thread insid factoryah miss thank point ive updat test pass made bit robust full integr schedul simul real world use case fail test look like flake wait reprod local fix fix think ad manual shutdown schedul theyr done io lifecycl issu test shutdown safe ok time seem actual flaki commit pass differ travi job fork travi ciorg hzsweer rxjava build thank
5005,1,0,0,1,0,1,1,1,x executorschedulerscheduledirect report isdispos complet make dispos return executorschedulerscheduledirect report isdispos true task actual finish consist worker behavior schedulersreport current coverag codecovio gh reactivex rxjava pull srcpr diff merg codecovio gh reactivex rxjava pull srcpr x codecovio gh reactivex rxjava branch xsrcpr increas coverag diff x diff file line method messag branch hit miss partial power codecov codecoviosrcpr last updat c eb dd c codecovio gh reactivex rxjava compar c eb c dc bbaf e c dd c b cb bb aa fc e e f c srcpr
5007,1,0,0,0,0,0,1,0,x updat sampl time diagram indic emiss last updat x sampl time diagram indic last valu emit sequenc complet style x default schedul imag rawgithubcom wiki reactivex rxjava imag rx oper sampleemitlast xpng custom schedul imag rawgithubcom wiki reactivex rxjava imag rx oper samplesemitlast xpng relat current coverag codecovio gh reactivex rxjava pull srcpr diff merg codecovio gh reactivex rxjava pull srcpr x codecovio gh reactivex rxjava branch xsrcpr increas coverag diff x diff file line method messag branch hit miss partial power codecov codecoviosrcpr last updat f codecovio gh reactivex rxjava compar f fb e af ef f f b cceb c f b fc caa srcpr
5027,1,0,0,1,0,1,1,0,x dedic singlezip implement dispos success add dedic implement zip singl adapt maybezipx rout origin zip flowabl ad usual unwant behavior cancel sourc report complet row consum convert flowabl singleobserveronsuccess becom subscriberonnext oncomplet sinc onsuccess onerror singl need dispos sourc signal onsuccess relat current coverag codecovio gh reactivex rxjava pull srcpr diff merg codecovio gh reactivex rxjava pull srcpr x codecovio gh reactivex rxjava branch xsrcpr decreas coverag diff x diff file line method messag branch hit miss partial power codecov codecoviosrcpr last updat ee bddcbc b codecovio gh reactivex rxjava compar ee bbbb c b c f c addcbc f b f b fdb b srcpr
5047,1,0,0,1,0,1,1,1,x document test amb subscript order ref word test approv ill port x well hmm seem fight cool document checker bit clever instanc im use word subscript begin sentenc think mean subscript type ill figur word tweak make end lowercas subscript regard signal type figur test cover alreadi case guard order chang yes lowercas subscript interpret refer type codecov codecovio gh reactivex rxjava pull srcpr elh report merg codecovio gh reactivex rxjava pull srcpr eldesc x codecovio gh reactivex rxjava commit ccc cc ecfa b bd cd c c f srcpr eldesc increas coverag diff coverag diff x coverag complex file line branch hit miss partial impact file codecovio gh reactivex rxjava pull srcpr eltre coverag complex src main java io reactivex completablejava codecovio gh reactivex rxjava compar ccc cc ecfa b bd cd c c f bb c e fsrcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvq tcgxldgfibguuamf yq x src main java io reactivex maybejava codecovio gh reactivex rxjava compar ccc cc ecfa b bd cd c c f bb c e fsrcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvtwf ymuuamf yq x src main java io reactivex singlejava codecovio gh reactivex rxjava compar ccc cc ecfa b bd cd c c f bb c e fsrcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvu luz xllmphdme x src main java io reactivex observablejava codecovio gh reactivex rxjava compar ccc cc ecfa b bd cd c c f bb c e fsrcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvt jzzxj ywjszs qyxzh x src main java io reactivex flowablejava codecovio gh reactivex rxjava compar ccc cc ecfa b bd cd c c f bb c e fsrcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvrmxvd fibguuamf yq x ternal oper flowabl flowablesubscribeonjava codecovio gh reactivex rxjava compar ccc cc ecfa b bd cd c c f bb c e fsrcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl zsb dhymxll zsb dhymxlu vic nyawjlt uamf yq nternal oper observ observablecreatejava codecovio gh reactivex rxjava compar ccc cc ecfa b bd cd c c f bb c e fsrcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl ic vydmfibguvt jzzxj ywjszunyzwf zs qyxzh rnal oper flowabl flowableskiplasttimedjava codecovio gh reactivex rxjava compar ccc cc ecfa b bd cd c c f bb c e fsrcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl zsb dhymxll zsb dhymxlu tpcexhc ruaw lzc qyxzh ternal oper observ observablepublishjava codecovio gh reactivex rxjava compar ccc cc ecfa b bd cd c c f bb c e fsrcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl ic vydmfibguvt jzzxj ywjszvb ymxpc guamf yq oper observ observableflatmapsinglejava codecovio gh reactivex rxjava compar ccc cc ecfa b bd cd c c f bb c e fsrcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl ic vydmfibguvt jzzxj ywjszuzsyxrnyxbtaw nbguuamf yq codecovio gh reactivex rxjava pull changessrcpr eltre continu review full report codecov codecovio gh reactivex rxjava pull srcpr elcontinu legend click learn docscodecovio doc codecov delta absolut impact affect miss data power codecov codecovio gh reactivex rxjava pull srcpr elfoot last updat ccc b codecovio gh reactivex rxjava compar ccc cc ecfa b bd cd c c f bb c e felfoot srcpr ellastupd read comment doc docscodecovio doc pull request comment
5049,1,0,0,1,0,1,1,0,use bound wildcard errorhandl fix ad bound wildcard error handler fix codecov codecovio gh reactivex rxjava pull srcpr elh report merg codecovio gh reactivex rxjava pull srcpr eldesc x codecovio gh reactivex rxjava commit f ae b dd f bbcd b c ead srcpr eldesc increas coverag diff coverag diff x coverag complex file line branch hit miss partial impact file codecovio gh reactivex rxjava pull srcpr eltre coverag complex main java io reactivex plugin rxjavapluginsjava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead bfcea e cab c f f b f dbdc srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvcgx z luci seephdmfqbhvnaw zlmphdme x vex intern oper singl singletakeuntiljava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead bfcea e cab c f f b f dbdc srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl npbmdszs taw nbgvuywtlvw awwuamf yq ternal oper flowabl flowablesubscribeonjava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead bfcea e cab c f f b f dbdc srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl zsb dhymxll zsb dhymxlu vic nyawjlt uamf yq reactivex intern oper mayb maybeusingjava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead bfcea e cab c f f b f dbdc srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl hewjll hewjlvxnpbmcuamf yq intern oper complet completableambjava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead bfcea e cab c f f b f dbdc srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl nvbxbszxrhymxll nvbxbszxrhymxlqw ilmphdm io reactivex dispos compositedisposablejava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead bfcea e cab c f f b f dbdc srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvzglzcg zywjszxmvq tcg zaxrlrglzcg zywjsz qyxzh tivex intern schedul trampolineschedulerjava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead bfcea e cab c f f b f dbdc srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvc nozwr bgvyci ucmftcg saw lu nozwr bgvylmphdm or observ observablesamplewithobservablejava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead bfcea e cab c f f b f dbdc srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl ic vydmfibguvt jzzxj ywjszvnhbxbszvdpdghpynnlcnzhymxllmphdm ternal oper complet completablemergejava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead bfcea e cab c f f b f dbdc srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl nvbxbszxrhymxll nvbxbszxrhymxltwvyz uuamf yq perat singl singleflatmapiterableflowablejava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead bfcea e cab c f f b f dbdc srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl npbmdszs taw nbgvgbgf twfwsxrlcmfibgvgbg ywjszs qyxzh codecovio gh reactivex rxjava pull changessrcpr eltre continu review full report codecov codecovio gh reactivex rxjava pull srcpr elcontinu legend click learn docscodecovio doc codecov delta absolut impact affect miss data power codecov codecovio gh reactivex rxjava pull srcpr elfoot last updat f a bfc codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead bfcea e cab c f f b f dbdc elfoot srcpr ellastupd read comment doc docscodecovio doc pull request comment cc davidmoten yep look fine other akarnokd want test coverag signatur chang yes make sure contravari consum compil jschneider add unit test pleas add test yes ad test look like got conflict due chang rxjavaplugin prs could rebas onto head yep good now
5051,0,0,0,1,0,0,0,0,featur nonnul annot issu start add nonnul nullabl annotationsi decid add compileon depend findbug jsr artifactw could use ioreactivexannotationsnonnul alreadi exist ioreactivexannotationsnul annot least import experiencesinc annot problem class file miss compil time jls retent start add annot schedul rxjavapluginsth test rxjavaplugin contain invalid check use null line follow pull request work progress discussedquest far use jsr compileon exist annot ioreactivex use jsr use nullabl annot tri get ad ioreactivex skip complet miss point static code analysi test call rxjavapluginson schedul null argument remov secur mayb wasnt well articul base thought tri function interfac come back later enough decid add compileon depend findbug jsr artifactw rather use annot tool allow custom annot considerexpect futher comment inlin thank feedback improv pull request further
5054,1,0,0,0,0,1,1,1,x add nullabl annot simpl queue fix explain githubcom reactivex rxjava issu simplequeu might return nullto document behavior nullabl annot ad codecov codecovio gh reactivex rxjava pull srcpr elh report merg codecovio gh reactivex rxjava pull srcpr eldesc x codecovio gh reactivex rxjava commit ee ab b c dc c asrcpr eldesc increas coverag diff coverag diff x coverag complex file line branch hit miss partial impact file codecovio gh reactivex rxjava pull srcpr eltre coverag complex rnal oper observ observablefromarrayjava codecovio gh reactivex rxjava compar ee ab b c dc c c f c e bf f f srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl ic vydmfibguvt jzzxj ywjszuzyb bcnjhes qyxzh x rnal oper observ observablerangelongjava codecovio gh reactivex rxjava compar ee ab b c dc c c f c e bf f f srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl ic vydmfibguvt jzzxj ywjszvjhbmdltg uzi qyxzh x perat mayb maybeflatmapiterableobservablejava codecovio gh reactivex rxjava compar ee ab b c dc c c f c e bf f f srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl hewjll hewjlrmxhd hcel zxjhymxlt jzzxj ywjszs qyxzh x vex intern oper flowabl flowablerangejava codecovio gh reactivex rxjava compar ee ab b c dc c c f c e bf f f srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl zsb dhymxll zsb dhymxlumfuz uuamf yq x x intern oper flowabl flowablegroupbyjava codecovio gh reactivex rxjava compar ee ab b c dc c c f c e bf f f srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl zsb dhymxll zsb dhymxlr jvdxbces qyxzh rnal subscript deferredscalarsubscriptionjava codecovio gh reactivex rxjava compar ee ab b c dc c c f c e bf f f srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvc vic nyaxb aw uci ezwzlcnjlzfnjywxhcln ynnjcmlwdglvbi qyxzh x eactivex intern dispos emptydisposablejava codecovio gh reactivex rxjava compar ee ab b c dc c c f c e bf f f srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvzglzcg zywjszxmvrw wdhleaxnwb nhymxllmphdm x nal oper observ observablescalarxmapjava codecovio gh reactivex rxjava compar ee ab b c dc c c f c e bf f f srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl ic vydmfibguvt jzzxj ywjszvnjywxhclhnyxauamf yq x intern oper flowabl flowableobserveonjava codecovio gh reactivex rxjava compar ee ab b c dc c c f c e bf f f srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl zsb dhymxll zsb dhymxlt jzzxj zu ulmphdm x intern oper flowabl flowablerangelongjava codecovio gh reactivex rxjava compar ee ab b c dc c c f c e bf f f srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl zsb dhymxll zsb dhymxlumfuz vmb nlmphdme x codecovio gh reactivex rxjava pull changessrcpr eltre continu review full report codecov codecovio gh reactivex rxjava pull srcpr elcontinu legend click learn docscodecovio doc codecov delta absolut impact affect miss data power codecov codecovio gh reactivex rxjava pull srcpr elfoot last updat c f codecovio gh reactivex rxjava compar ee ab b c dc c c f c e bf f f elfoot srcpr ellastupd read comment doc docscodecovio doc pull request comment
5055,1,0,0,0,0,1,1,0,x featur null check ad null check help static code analysisi think fix possibl npe newthreadwork codecov codecovio gh reactivex rxjava pull srcpr elh report merg codecovio gh reactivex rxjava pull srcpr eldesc x codecovio gh reactivex rxjava commit f ae b dd f bbcd b c ead srcpr eldesc increas coverag diff coverag diff x coverag complex file line branch hit miss partial impact file codecovio gh reactivex rxjava pull srcpr eltre coverag complex oper flowabl flowablewithlatestfrommanyjava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead b b ccc bbecb ea b b cb srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl zsb dhymxll zsb dhymxlv l aexhdgvzdezyb nyw lmphdme x rnal oper flowabl flowablecombinelatestjava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead b b ccc bbecb ea b b cb srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl zsb dhymxll zsb dhymxlq tymluzuxhdgvzdc qyxzh x ator observ observablewithlatestfrommanyjava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead b b ccc bbecb ea b b cb srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl ic vydmfibguvt jzzxj ywjszvdpdghmyxrlc rgcm ttwfue qyxzh x perat mayb maybeflatmapiterableobservablejava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead b b ccc bbecb ea b b cb srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl hewjll hewjlrmxhd hcel zxjhymxlt jzzxj ywjszs qyxzh x reactivex intern schedul newthreadworkerjava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead b b ccc bbecb ea b b cb srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvc nozwr bgvyci ozxduahjlywrxb jrzxiuamf yq white check mark ivex intern schedul computationschedulerjava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead b b ccc bbecb ea b b cb srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvc nozwr bgvyci db wdxrhdglvblnjagvkdwxlci qyxzh x rnal subscrib singlepostcompletesubscriberjava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead b b ccc bbecb ea b b cb srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvc vic nyawjlcnmvu luz xlug zdenvbxbszxrlu vic nyawjlci qyxzh vex intern oper singl singletakeuntiljava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead b b ccc bbecb ea b b cb srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl npbmdszs taw nbgvuywtlvw awwuamf yq rnal subscript deferredscalarsubscriptionjava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead b b ccc bbecb ea b b cb srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvc vic nyaxb aw uci ezwzlcnjlzfnjywxhcln ynnjcmlwdglvbi qyxzh reactivex intern oper mayb maybeusingjava codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead b b ccc bbecb ea b b cb srcpr eltreediff c jjl haw vamf ys pbi yzwfjdgl zxgvaw zxjuywwvb blcmf b jzl hewjll hewjlvxnpbmcuamf yq codecovio gh reactivex rxjava pull changessrcpr eltre continu review full report codecov codecovio gh reactivex rxjava pull srcpr elcontinu legend click learn docscodecovio doc codecov delta absolut impact affect miss data power codecov codecovio gh reactivex rxjava pull srcpr elfoot last updat f ae b b codecovio gh reactivex rxjava compar f ae b dd f bbcd b c ead b b ccc bbecb ea b b cb elfoot srcpr ellastupd read comment doc docscodecovio doc pull request comment
