Util,Network,Interpreter,i18n,Logic,Test,IO,Security,corpus
1,0,0,0,1,1,0,0,reintroduce null check on mockutilismock() will fix #243 - null check on mockutilismock() was incorrectly removed after successive refactoring this pr reintroduces null check ## [current coverage](https://codecovio/github/mockito/mockito?ref27e074066ecec55ed086f7430246ef1c8818819f) is `8373%`> merging **#280** into **master** will not affect coverage as of [`27e0740`](https://codecovio/github/mockito/mockito/commit/27e074066ecec55ed086f7430246ef1c8818819f)``` diff@@            master    #280   diff @@  files          270     270         stmts         4627    4627         branches       753     753         methods          0       0         hit           3874    3874         partial        221     221         missed         532     532       ```> review entire [coverage diff](https://codecovio/github/mockito/mockito/compare/2f88f06d6b0e851ff8ed2125085d3faac3f4ee1b27e074066ecec55ed086f7430246ef1c8818819f) as of [`27e0740`](https://codecovio/github/mockito/mockito/commit/27e074066ecec55ed086f7430246ef1c8818819f)---### [uncovered suggestions](https://codecovio/github/mockito/mockito/features/suggestions?ref27e074066ecec55ed086f7430246ef1c8818819f)1 `+015%` via [ializablemethodjava#97103](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/invocation/serializablemethodjava?ref27e074066ecec55ed086f7430246ef1c8818819f#97) 2 `+010%` via [ns/pluginloaderjava#6064](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/configuration/plugins/pluginloaderjava?ref27e074066ecec55ed086f7430246ef1c8818819f#60) 3 `+010%` via [lizationsupportjava#122126](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/bytebuddycrossclassloaderserializationsupportjava?ref27e074066ecec55ed086f7430246ef1c8818819f#122) 4 _[see 7 more](https://codecovio/github/mockito/mockito/features/suggestions?ref27e074066ecec55ed086f7430246ef1c8818819f)_> powered by [codecov](https://codecovio) updated on successful ci builds ||
1,1,0,1,1,1,0,0,reintroduce null check on mockutilismock() will fix #243 - null check on mockutilismock() was incorrectly removed after successive refactoring this pr reintroduces null check ## [current coverage](https://codecovio/github/mockito/mockito?ref27e074066ecec55ed086f7430246ef1c8818819f) is `8373%`> merging **#280** into **master** will not affect coverage as of [`27e0740`](https://codecovio/github/mockito/mockito/commit/27e074066ecec55ed086f7430246ef1c8818819f)``` diff@@            master    #280   diff @@  files          270     270         stmts         4627    4627         branches       753     753         methods          0       0         hit           3874    3874         partial        221     221         missed         532     532       ```> review entire [coverage diff](https://codecovio/github/mockito/mockito/compare/2f88f06d6b0e851ff8ed2125085d3faac3f4ee1b27e074066ecec55ed086f7430246ef1c8818819f) as of [`27e0740`](https://codecovio/github/mockito/mockito/commit/27e074066ecec55ed086f7430246ef1c8818819f)---### [uncovered suggestions](https://codecovio/github/mockito/mockito/features/suggestions?ref27e074066ecec55ed086f7430246ef1c8818819f)1 `+015%` via [ializablemethodjava#97103](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/invocation/serializablemethodjava?ref27e074066ecec55ed086f7430246ef1c8818819f#97) 2 `+010%` via [ns/pluginloaderjava#6064](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/configuration/plugins/pluginloaderjava?ref27e074066ecec55ed086f7430246ef1c8818819f#60) 3 `+010%` via [lizationsupportjava#122126](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/bytebuddycrossclassloaderserializationsupportjava?ref27e074066ecec55ed086f7430246ef1c8818819f#122) 4 _[see 7 more](https://codecovio/github/mockito/mockito/features/suggestions?ref27e074066ecec55ed086f7430246ef1c8818819f)_> powered by [codecov](https://codecovio) updated on successful ci builds ||
0,0,0,0,1,1,0,0,implement verificationcollector which can collect multiple verifications it will report in the end the result of multiple statements fixes #124 ## [current coverage](https://codecovio/github/mockito/mockito?ref08b0daeea01e17a63b0c817ff3139ab918aec710) is `8389%`> merging **#287** into **master** will increase coverage by **+009%** as of [`08b0dae`](https://codecovio/github/mockito/mockito/commit/08b0daeea01e17a63b0c817ff3139ab918aec710)``` diff@@            master    #287   diff @@  files          269     270     +1  stmts         4620    4651    +31  branches       752     753     +1  methods          0       0       + hit           3872    3902    +30  partial        220     220       - missed         528     529     +1```> review entire [coverage diff](https://codecovio/github/mockito/mockito/compare/495406554354a23980ac40fb991c1dae8f4105aa08b0daeea01e17a63b0c817ff3139ab918aec710) as of [`08b0dae`](https://codecovio/github/mockito/mockito/commit/08b0daeea01e17a63b0c817ff3139ab918aec710)---### [uncovered suggestions](https://codecovio/github/mockito/mockito/features/suggestions?ref08b0daeea01e17a63b0c817ff3139ab918aec710)1 `+015%` via [ializablemethodjava#97103](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/invocation/serializablemethodjava?ref08b0daeea01e17a63b0c817ff3139ab918aec710#97) 2 `+011%` via [lizationsupportjava#122126](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/bytebuddycrossclassloaderserializationsupportjava?ref08b0daeea01e17a63b0c817ff3139ab918aec710#122) 3 `+011%` via [ns/pluginloaderjava#6064](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/configuration/plugins/pluginloaderjava?ref08b0daeea01e17a63b0c817ff3139ab918aec710#60) 4 _[see 7 more](https://codecovio/github/mockito/mockito/features/suggestions?ref08b0daeea01e17a63b0c817ff3139ab918aec710)_> powered by [codecov](https://codecovio) updated on successful ci builds || rebased branch and changed code according to comments of @bric3 to make the inner test test working the inner test should not end with `test` || nice rework || made the impl class package-protected || looks good to me || :+1: thanks for the reviews! || hey timthanks for cool contributions!!!what are your thoughts on improving the verificationcollector idea: the rule would automatically validate all verify methods at the end of the test this way there would be no need to call collectorverify at all (we could leave it as optional for gnarly cases) || @szczepiq i am not really sure what you mean could you provide a code snippet with what you would like to achieve? || current api:``` java     @rule     public verificationcollector collector  mockitojunitcollector()     @test     public void should_fail() {         imethods methods  mock(imethodsclass)         collectorverify(methods)bytereturningmethod()         collectorverify(methods)simplemethod()     }```desired api:``` java     @rule     public mockitorule rule  mockitojunitrule()lazyverify() //just an example no strong opinion here     @test     public void should_fail() {         imethods methods  mock(imethodsclass)         //below just works (strong opinion :)         verify(methods)bytereturningmethod()         verify(methods)simplemethod()     }``` || @szczepiq pr is up at #389 :smile:  ||
1,1,0,1,1,1,1,1,remove validateserializable() fixes #245:remove serializable validation ## [current coverage](https://codecovio/github/mockito/mockito?ref0b451d2b9b7abc75d869bea7ac5fe2ee61d54b26) is `8366%`> merging **#293** into **master** will decrease coverage by **-006%** as of [`0b451d2`](https://codecovio/github/mockito/mockito/commit/0b451d2b9b7abc75d869bea7ac5fe2ee61d54b26)``` diff@@            master    #293   diff @@  files          270     270         stmts         4627    4623     -4  branches       753     752     -1  methods          0       0       - hit           3874    3868     -6+ partial        221     220     -1- missed         532     535     +3```> review entire [coverage diff](https://codecovio/github/mockito/mockito/compare/a821f7b0ec47f3214bf6f0361df5deb211fa22140b451d2b9b7abc75d869bea7ac5fe2ee61d54b26) as of [`0b451d2`](https://codecovio/github/mockito/mockito/commit/0b451d2b9b7abc75d869bea7ac5fe2ee61d54b26)---### [uncovered suggestions](https://codecovio/github/mockito/mockito/features/suggestions?ref0b451d2b9b7abc75d869bea7ac5fe2ee61d54b26)1 `+016%` via [ializablemethodjava#97103](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/invocation/serializablemethodjava?ref0b451d2b9b7abc75d869bea7ac5fe2ee61d54b26#97) 2 `+011%` via [ns/pluginloaderjava#6064](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/configuration/plugins/pluginloaderjava?ref0b451d2b9b7abc75d869bea7ac5fe2ee61d54b26#60) 3 `+011%` via [lizationsupportjava#122126](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/bytebuddycrossclassloaderserializationsupportjava?ref0b451d2b9b7abc75d869bea7ac5fe2ee61d54b26#122) 4 _[see 7 more](https://codecovio/github/mockito/mockito/features/suggestions?ref0b451d2b9b7abc75d869bea7ac5fe2ee61d54b26)_> powered by [codecov](https://codecovio) updated on successful ci builds ||
1,1,1,1,1,1,1,0,remove deprecated code fixes for #374 - more left though ## [current coverage](https://codecovio/github/mockito/mockito?refa27a7f906bc285dd4d21df86389e7f8a7c6a554c) is `8561%`> merging **#386** into **master** will increase coverage by **+013%** as of [`a27a7f9`](https://codecovio/github/mockito/mockito/commit/a27a7f906bc285dd4d21df86389e7f8a7c6a554c)``` diff@@            master    #386   diff @@  files          271     266     -5  stmts         4693    4679    -14  branches       759     759         methods          0       0       - hit           4012    4006     -6  partial        167     167       + missed         514     506     -8```> review entire [coverage diff](https://codecovio/github/mockito/mockito/compare/196ff979da156caa07e19f57e4849637d8bede1aa27a7f906bc285dd4d21df86389e7f8a7c6a554c) as of [`a27a7f9`](https://codecovio/github/mockito/mockito/commit/a27a7f906bc285dd4d21df86389e7f8a7c6a554c)---### [uncovered suggestions](https://codecovio/github/mockito/mockito/features/suggestions?refa27a7f906bc285dd4d21df86389e7f8a7c6a554c)1 `+019%` via [rningscollectorjava#2331](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/debugging/warningscollectorjava?refa27a7f906bc285dd4d21df86389e7f8a7c6a554c#23) 2 `+015%` via [ializablemethodjava#97103](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/invocation/serializablemethodjava?refa27a7f906bc285dd4d21df86389e7f8a7c6a554c#97) 3 `+011%` via [lizationsupportjava#122126](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/bytebuddycrossclassloaderserializationsupportjava?refa27a7f906bc285dd4d21df86389e7f8a7c6a554c#122) 4 _[see 7 more](https://codecovio/github/mockito/mockito/features/suggestions?refa27a7f906bc285dd4d21df86389e7f8a7c6a554c)_> powered by [codecov](https://codecovio) updated on successful ci builds || @davidkarlsen - [x] the method [mockitostubvoid()](https://githubcom/mockito/mockito/blob/master/src/main/java/org/mockito/mockitojava#l1889) is deprecated but lacks the annotation `@deprecated` can you take care of it? || on it - ill be back! (the terminator) :) || @christianschwarz ok added removal of stubvoid in https://githubcom/davidkarlsen/mockito/tree/removestubvoid (which is a fork of this pr) || wdyt? || @davidkarlsen looks good! there is only one reference in the javadocs that should be removed i added a note in your commit  || @christianschwarz fixed - ping || @szczepiq intersted in this? || love it thanks! || @szczepiq what about https://githubcom/mockito/mockito/pull/394 (which is https://githubcom/davidkarlsen/mockito/tree/removestubvoid) - if you read the thread above? ||
0,1,0,1,1,0,0,0,remove deprecated code fixes for #374 - more left though ## [current coverage](https://codecovio/github/mockito/mockito?refa27a7f906bc285dd4d21df86389e7f8a7c6a554c) is `8561%`> merging **#386** into **master** will increase coverage by **+013%** as of [`a27a7f9`](https://codecovio/github/mockito/mockito/commit/a27a7f906bc285dd4d21df86389e7f8a7c6a554c)``` diff@@            master    #386   diff @@  files          271     266     -5  stmts         4693    4679    -14  branches       759     759         methods          0       0       - hit           4012    4006     -6  partial        167     167       + missed         514     506     -8```> review entire [coverage diff](https://codecovio/github/mockito/mockito/compare/196ff979da156caa07e19f57e4849637d8bede1aa27a7f906bc285dd4d21df86389e7f8a7c6a554c) as of [`a27a7f9`](https://codecovio/github/mockito/mockito/commit/a27a7f906bc285dd4d21df86389e7f8a7c6a554c)---### [uncovered suggestions](https://codecovio/github/mockito/mockito/features/suggestions?refa27a7f906bc285dd4d21df86389e7f8a7c6a554c)1 `+019%` via [rningscollectorjava#2331](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/debugging/warningscollectorjava?refa27a7f906bc285dd4d21df86389e7f8a7c6a554c#23) 2 `+015%` via [ializablemethodjava#97103](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/invocation/serializablemethodjava?refa27a7f906bc285dd4d21df86389e7f8a7c6a554c#97) 3 `+011%` via [lizationsupportjava#122126](https://codecovio/github/mockito/mockito/src/main/java/org/mockito/internal/creation/bytebuddy/bytebuddycrossclassloaderserializationsupportjava?refa27a7f906bc285dd4d21df86389e7f8a7c6a554c#122) 4 _[see 7 more](https://codecovio/github/mockito/mockito/features/suggestions?refa27a7f906bc285dd4d21df86389e7f8a7c6a554c)_> powered by [codecov](https://codecovio) updated on successful ci builds || @davidkarlsen - [x] the method [mockitostubvoid()](https://githubcom/mockito/mockito/blob/master/src/main/java/org/mockito/mockitojava#l1889) is deprecated but lacks the annotation `@deprecated` can you take care of it? || on it - ill be back! (the terminator) :) || @christianschwarz ok added removal of stubvoid in https://githubcom/davidkarlsen/mockito/tree/removestubvoid (which is a fork of this pr) || wdyt? || @davidkarlsen looks good! there is only one reference in the javadocs that should be removed i added a note in your commit  || @christianschwarz fixed - ping || @szczepiq intersted in this? || love it thanks! || @szczepiq what about https://githubcom/mockito/mockito/pull/394 (which is https://githubcom/davidkarlsen/mockito/tree/removestubvoid) - if you read the thread above? ||
1,1,1,1,1,1,1,0,refactored class reporter to a static utillity fixes #426 for class reporter this pr changes the way errors are created and thrown all methods of the reporter are now static so they can be imported statically and return an exception instead of throwing it directly this improves the readability and eliminates the use of hacks to satisfiy the compilerhere is a sample:```public list<t> getlastvarargs() {        if (argumentsisempty()) {            reporter()noargumentvaluewascaptured()            return null        } else {            return argumentsgetlast()        }}```the above code snipped can be rewritten to this:```public list<t> getlastvarargs() {        if (argumentsisempty()) {            throw noargumentvaluewascaptured()        }         return argumentsgetlast()}```  
0,0,0,0,1,1,0,0,modified javadoc for argumentmatcher to fix #453 - this is the amendment to the `argumentmatcher` javadoc ## [current coverage](https://codecovio/gh/mockito/mockito/pull/454?srcpr) is **8780%**[![sunburst](https://codecovio/gh/mockito/mockito/pull/454/graphs/sunburstsvg?srcpr&size150)](https://codecovio/gh/mockito/mockito/pull/454?srcpr)> no coverage report found for **master** at ce95784> > powered by [codecov](https://codecovio?srcpr) last updated by [ce957849994bb3](https://codecovio/gh/mockito/mockito/compare/ce957844a9adc8403434ccf893b9d68d047573e99994bb39c480cf77a0f422e22e264e7002afea1a) || lgtm ||
0,0,0,1,1,1,0,0,deprecate whitebox and corresponding verboserunner and junitfailureha… a quick google showed that there are almost zero usages of this runner moreover it was relying on a very hackish implementation i think we can do a better job by creating a new runner with junit 5 as part of #390 therefore the intent is to deprecate these classes and remove them in mockito 30fixes #489 ## [current coverage](https://codecovio/gh/mockito/mockito/pull/491?srcpr) is 8835% (diff: 5555%)> merging [#491](https://codecovio/gh/mockito/mockito/pull/491?srcpr) into [master](https://codecovio/gh/mockito/mockito/branch/master?srcpr) will increase coverage by **054%**``` diff@@             master       #491   diff @@  files           265        275    +10     lines          5061       5566   +505     methods           0          0            messages          0          0            branches        826        900    +74   + hits           4444       4918   +474   - misses          444        469    +25   - partials        173        179     +6   ```![sunburst](https://codecovio/gh/mockito/mockito/pull/491/graphs/sunburstsvg?srcpr&size150)> powered by [codecov](https://codecovio?srcpr) last update [4ce9ac2033e211](https://codecovio/gh/mockito/mockito/compare/4ce9ac2ea38153f4f0c7e272d52fdf9a494ccb14033e211b59dfe72ef84032a37d52173bd0dce8bb?srcpr) || dont remove this runner a few people were relying on this it may not show up on open source projectin my opinion `whitebox` should be removed though so it could be possible to use other internal reflection utils like `fieldgetter` / `fieldsetter` || @timvdlippe @bric3 what do you think about deprecating all mockito-runners in order to promote the uses of `mockitorule`? motivation: - mockito should promote only one api to initialize annotated fields cause it may confuse users what to choose when (runners vs rule) - `mockitorule`does the same as the runners but is more flexible cause it allows to uses other runners eg for parameterized tests which is a often requested feature || i do not think we should deprecate them junit (4) still has runners as a non-deprecated feature we should deprecate the runners once they do the same a lot of people still rely on old junit versions where runners are the only option we can however add proper documentation that indicates that runners should be the second choice || @raphw even if i disagree at some points i accept the core-team decision > a lot of people still rely on old junit versions where runners are the only optioni see you point but i think that people that update to mockito 2x can also update there junit version also deprecating doesnt mean that it is removed in 20 it will still be usable and indicate that a better alternative exist > we can however add proper documentation that indicates that runners should be the second choicegood idea here we go #531 || the reason to deprecate this runner is because the new mockito runner is strict and is a lot more userfriendly than this runner to promote the strict runner we should deprecate this one and use the strict version imoregarding runners vs rules: we can state our preference but we should keep the possibility || ill tidy up the verbose runner documentation i dont think it is useful given the work on #384 and #401 || ok deprecation sounds good to me however id remove `whitebox` its internal after alllets just replace the methods in `junitfailurehacker` at [line 19](https://githubcom/mockito/mockito/pull/491/files#diff-a041e60ee2d1a736352af1c34c19b1f4r19) and at [line 26](https://githubcom/mockito/mockito/pull/491/files#diff-a041e60ee2d1a736352af1c34c19b1f4r26) by private methods || rebased and updated pull request with feedback ptal :smile:  || indeed the timeout test is picky especially with openjdk 6 i restarted the job 2 times || verbose runner and console spamming runner are now both deprecated lets kill them in 30 :) ||
1,0,0,1,1,1,0,0,"revert ""remove deprecated method"" simple git revert for an accidental removal of a deprecated api since 20 instead of 1xfixes #482 ## [current coverage](https://codecovio/gh/mockito/mockito/pull/492?srcpr) is **8785%**[![sunburst](https://codecovio/gh/mockito/mockito/pull/492/graphs/sunburstsvg?srcpr&size150)](https://codecovio/gh/mockito/mockito/pull/492?srcpr)> no coverage report found for **master** at 5dd0f71> > powered by [codecov](https://codecovio?srcpr) last updated by [5dd0f718d7489c](https://codecovio/gh/mockito/mockito/compare/5dd0f71ae37f75f3abc9b3d9ba7ad5cb4b79f38a8d7489cf9c28b858c0276022b8aaef2553e8545a?srcpr) ||"
1,1,1,1,1,1,1,0,"fixes #194 tweaks any matchers details is #194 i took the opportunity to - replace `testbaseassertthat` by more powerful assertj equivalent theres still some work to be done in this class- add iterable matchersbefore merging- [x] i ponder to make `anyobject()` not to accept `null` currently `any()` is an alias of `anyobject()` > keeping the `anyobjet` behaviour and deprecate the method- [x] i need to update `anyint` family description ## [current coverage](https://codecovio/gh/mockito/mockito/pull/510?srcpr) is 8769% (diff: 9857%)![sunburst](https://codecovio/gh/mockito/mockito/pull/510/graphs/sunburstsvg?srcpr&size150)> no coverage report found for **master** at 2e1e51c> > powered by [codecov](https://codecovio?srcpr) last update [2e1e51c3bdf848](https://codecovio/gh/mockito/mockito/compare/2e1e51cf0f9178c68bcba1c97bcbe3213e002f343bdf8481132b1ef22562b1f1308ee69801efecd6?srcpr) || heres some poll on twitter (values are from the time this comment was edited `fri jul 29 15:35:28 cest 2016`) :- https://twittercom/bricedutheil/status/758967944881639424    > #mockito any(class) will check the type in mockito 20 but should it match theres still the matcher isnull  > - 38% null and non-null  > - 62% only non-null  >   > 25 votes- https://twittercom/bricedutheil/status/758969135489388544    > #mockito anyint and other primitive matchers should they match   > (there is still isnull)  > - 07% null and non-null integer  > - 93% only non-null integer  >   > 27 votesi feel this pr is safe to merge not much voters but the poll trend ratio shouldnt change that much and those trends agrees with the changes brought by this pr || 30 votes and i merge the pr ill monitor the poll after my holidays || if i understand correctly `list<t> anylistof(class<t> clazz)` was deprecated in favour of `list anylist()` shouldnt the latter then be made generic? when i replace one with the other i get ""unchecked conversion"" warnings(idem for `anyset` `anymap` `anycollection` and `anyiterable`) || @stephan202 thanks for the feedback yes it was deprecated for people that use java8 as documented in the javadoc and the deprecation announces removal in mockito 3 which will be java 8 minimum || @bric3: i am on java 8 and did migrate as suggested i agree this is a change for the better :)my point is that this replaces a deprecation warning with an unchecked conversion warning the question is shouldnt the following type of change be applied to all aforementioned methods?``` diff--- a/src/main/java/org/mockito/argumentmatchersjava+++ b/src/main/java/org/mockito/argumentmatchersjava@@ -4749 +4749 @@ public class argumentmatchers {      * @see #isnull()      * @see #isnull(class)      */-    public static list anylist() {+    public static <t> list<t> anylist() {         reportmatcher(new instanceof(listclass ""<any list>""))-        return new arraylist(0)+        return new arraylist<t>(0)     }``` || > shouldnt the following type of change be applied to all aforementioned methods?what do you mean by that ?> this replaces a deprecation warning with an unchecked conversion warningdo you mean that ides show an unchecked conversion when using `anylist()`  || > > shouldnt the following type of change be applied to all aforementioned methods?> > what do you mean by that ?im not sure what more to explain: the diff shows the addition of a generic type argument to `argumentmatchers#anylist` i propose this change is made to said method as well as `argumentmatchers#{anysetanymapanycollectio yiterable}`> > this replaces a deprecation warning with an unchecked conversion warning> > do you mean that ides show an unchecked conversion when using anylist()my compiler does and we compile with `-werror` sure i can suppress the warning on our side but the changes im proposing is in line with `argumentmatchers#any` so it seems to ""make sense"" || oh thanks it seems i forgot to stash these lines i thought it was in the commit !im fixing that right now || cool :) || see #528 || "
1,0,0,0,1,0,0,0,refactored mockutil to a static utility class (#426)   ## [current coverage](https://codecovio/gh/mockito/mockito/pull/514?srcpr) is 8766% (diff: 9000%)> merging [#514](https://codecovio/gh/mockito/mockito/pull/514?srcpr) into [master](https://codecovio/gh/mockito/mockito/branch/master?srcpr) will decrease coverage by **002%**``` diff@@             master       #514   diff @@  files           268        268            lines          4818       4807    -11     methods           0          0            messages          0          0            branches        793        793          - hits           4225       4214    -11     misses          423        423            partials        170        170          ```![sunburst](https://codecovio/gh/mockito/mockito/pull/514/graphs/sunburstsvg?srcpr&size150)> powered by [codecov](https://codecovio?srcpr) last update [b1a7090f25bb62](https://codecovio/gh/mockito/mockito/compare/b1a7090c2647bc02d3aff4c8b5788fd7b57133daf25bb62ca53779e99986bb0e9becfc9816221619?srcpr) ||
