Utility,Network,Interpreter,Internationalization,Logic,Test,Input and Output,Application,corpus
1,0,1,1,0,1,1,1,implemented synchronize with lock hii implemented #84 to support that sending a lock to the `synchronize` operatori also found that there was a issue that `testmultithreadedwithnpe` and `testmultithreadedwithnpeinmiddle` might fail in some special situation when `onerror` is invoked before any `onnext` the last statement `assertequals(1 busyobservermaxconcurrentthreadsget())` in these methods will fail i also fixed this issue in the pull request [rxjava-pull-requests #313](https://netflixosscicloudbeescom/job/rxjava-pull-requests/313/) aborted || looks good thank you! ||
1,1,0,1,1,1,1,1,implemented the ignoreelements operator hii implemented the `ignoreelements` operator #54 please take a look thanks [rxjava-pull-requests #333](https://netflixosscicloudbeescom/job/rxjava-pull-requests/333/) successthis pull request looks good || can you rebase this with the changes to master so it can be cleanly merged again? with all the other changes this no longer cleanly mergesthank you @zsxwing for this and all the other pull requests i really appreciate your involvement in the project || i rebased the pull request now it should be able to merge to master directly || [rxjava-pull-requests #336](https://netflixosscicloudbeescom/job/rxjava-pull-requests/336/) successthis pull request looks good || [rxjava-pull-requests #337](https://netflixosscicloudbeescom/job/rxjava-pull-requests/337/) successthis pull request looks good ||
1,0,0,0,1,1,1,1,implemented the timeinterval operator hi this pr implemented the `timeinterval` operator #90 please take a look thanks [rxjava-pull-requests #370](https://netflixosscicloudbeescom/job/rxjava-pull-requests/370/) failurelooks like theres a problem with this pull request || looks good thanks @zsxwing  ||
1,0,0,0,1,1,1,1,implemented the amb operator hi this pr implemented the `amb` operator #22 i used varargs to support the array version and first-second version in one method so in my pr there are only two variants [rxjava-pull-requests #379](https://netflixosscicloudbeescom/job/rxjava-pull-requests/379/) failurelooks like theres a problem with this pull request || you shouldnt define a vararg method taking a generic type because you cannot use it without getting warnings (weve already had this with other operators) instead define an overload for 2 args 3 args 4 args  || yup its a pain but this is what we ended up doing for zip merge etc instead of using varargs || [rxjava-pull-requests #382](https://netflixosscicloudbeescom/job/rxjava-pull-requests/382/) failurelooks like theres a problem with this pull request || thank you ||
1,0,0,0,0,0,1,0,"implemented the ""operator: min and minby"" and ""operator: max and maxby"" hi this pr implemented the `operator: min and minby` #63 and `operator: max and maxby` #61 every operator has 2 variants one for `comparable` another for `comparator` please take a look thanks! [rxjava-pull-requests #404](https://netflixosscicloudbeescom/job/rxjava-pull-requests/404/) successthis pull request looks good || `operationmin` and `operationmax` are exactly the same except that `<` and `>` are swapped cant you implement one in terms of the other? or create a general one which takes +1 or -1 to know whether we want `<` or `>`? || is the following solution ok?``` java    public static <t extends comparable<t>> observable<t> min(            observable<t> source) {        return minmax(source -1)    }    public static <t extends comparable<t>> observable<t> max(            observable<t> source) {        return minmax(source 1)    }    public static <t extends comparable<t>> observable<t> minmax(            observable<t> source final long flag) {        return sourcereduce(new func2<t t t>() {            @override            public t call(t acc t value) {                if (flag * acccompareto(value) > 0) {                    return acc                }                return value            }        })    }````flag` must be `long` as `integermin_value  -1 * integermin_value` but we will have one multiplication for every `compareto`another solution is:``` java    public static <t extends comparable<t>> observable<t> min(            observable<t> source) {        return minmax(source true)    }    public static <t extends comparable<t>> observable<t> max(            observable<t> source) {        return minmax(source false)    }    public static <t extends comparable<t>> observable<t> minmax(            observable<t> source final boolean ismin) {        return sourcereduce(new func2<t t t>() {            @override            public t call(t acc t value) {                if (ismin) {                    if (acccompareto(value) < 0) {                        return acc                    }                } else {                    if (acccompareto(value) > 0) {                        return acc                    }                }                return value            }        })    }```@samuelgruetter  do you have other better solution? || i like both of these two solutions with a slight preference for the first one -)nice catch with integermin_value :-)a third solution would be to implement max using min and wrapping the given comparator such that it inverts the ordering but i think the first solution is the bestanother issue: what if there are several minimal elements? does min return the first of them the last of them or is it unspecified? this should be documented || @samuelgruetter  thanks for your review i used the +1/-1 way to implement it and also updated the document || [rxjava-pull-requests #407](https://netflixosscicloudbeescom/job/rxjava-pull-requests/407/) successthis pull request looks good || looks good @zsxwing and thanks @samuelgruetter for the reviewsome nice use of generics in those signatures! ||"
1,0,0,0,0,0,1,0,"implemented the ""operator: min and minby"" and ""operator: max and maxby"" hi this pr implemented the `operator: min and minby` #63 and `operator: max and maxby` #61 every operator has 2 variants one for `comparable` another for `comparator` please take a look thanks! [rxjava-pull-requests #404](https://netflixosscicloudbeescom/job/rxjava-pull-requests/404/) successthis pull request looks good || `operationmin` and `operationmax` are exactly the same except that `<` and `>` are swapped cant you implement one in terms of the other? or create a general one which takes +1 or -1 to know whether we want `<` or `>`? || is the following solution ok?``` java    public static <t extends comparable<t>> observable<t> min(            observable<t> source) {        return minmax(source -1)    }    public static <t extends comparable<t>> observable<t> max(            observable<t> source) {        return minmax(source 1)    }    public static <t extends comparable<t>> observable<t> minmax(            observable<t> source final long flag) {        return sourcereduce(new func2<t t t>() {            @override            public t call(t acc t value) {                if (flag * acccompareto(value) > 0) {                    return acc                }                return value            }        })    }````flag` must be `long` as `integermin_value  -1 * integermin_value` but we will have one multiplication for every `compareto`another solution is:``` java    public static <t extends comparable<t>> observable<t> min(            observable<t> source) {        return minmax(source true)    }    public static <t extends comparable<t>> observable<t> max(            observable<t> source) {        return minmax(source false)    }    public static <t extends comparable<t>> observable<t> minmax(            observable<t> source final boolean ismin) {        return sourcereduce(new func2<t t t>() {            @override            public t call(t acc t value) {                if (ismin) {                    if (acccompareto(value) < 0) {                        return acc                    }                } else {                    if (acccompareto(value) > 0) {                        return acc                    }                }                return value            }        })    }```@samuelgruetter  do you have other better solution? || i like both of these two solutions with a slight preference for the first one -)nice catch with integermin_value :-)a third solution would be to implement max using min and wrapping the given comparator such that it inverts the ordering but i think the first solution is the bestanother issue: what if there are several minimal elements? does min return the first of them the last of them or is it unspecified? this should be documented || @samuelgruetter  thanks for your review i used the +1/-1 way to implement it and also updated the document || [rxjava-pull-requests #407](https://netflixosscicloudbeescom/job/rxjava-pull-requests/407/) successthis pull request looks good || looks good @zsxwing and thanks @samuelgruetter for the reviewsome nice use of generics in those signatures! ||"
1,0,0,0,0,0,1,0,bugfix: emit an illegalargumentexception instead of arithmeticexception if the observable is empty this pr fixed the `average` issue in #423 if an observable is empty `average` will emit an `illegalargumentexception` instead of `arithmeticexception` thanks! [rxjava-pull-requests #405](https://netflixosscicloudbeescom/job/rxjava-pull-requests/405/) successthis pull request looks good ||
1,0,0,1,1,1,1,1,bugfix: emit an illegalargumentexception instead of arithmeticexception if the observable is empty this pr fixed the `average` issue in #423 if an observable is empty `average` will emit an `illegalargumentexception` instead of `arithmeticexception` thanks! [rxjava-pull-requests #405](https://netflixosscicloudbeescom/job/rxjava-pull-requests/405/) successthis pull request looks good ||
1,0,0,0,0,0,1,0,add contravariant for min and max hi this pr added  contravariant for min and max mentioned in #494 [rxjava-pull-requests #419](https://netflixosscicloudbeescom/job/rxjava-pull-requests/419/) successthis pull request looks good ||
1,0,0,0,0,0,1,0,operators tomap and tomultimap again issue #96 and issue #97tomap: 3 overloadstomultimap: 4 overloadsadded groovy test to verify overloading [rxjava-pull-requests #438](https://netflixosscicloudbeescom/job/rxjava-pull-requests/438/) successthis pull request looks good || ah  this cant merge anymore because of other commits (probably the join operator on your other pr) can you rebase? ||
1,0,0,0,0,0,1,0,operation longcount issue #60straightforward version of the regular count() (however i would have implemented it differently so the constant boxing-unboxing could be avoided) [rxjava-pull-requests #524](https://netflixosscicloudbeescom/job/rxjava-pull-requests/524/) successthis pull request looks good ||
